Category,Keyword,Tweet_Website,Author_Name,Author_Web_Page_URL,UTC_Time,Tweet_Content,Tweet_Image_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
Post&amp;Comment,Pro Palestine,https://twitter.com/MustangMan_TX/status/1719090863802851510,Texas,https://twitter.com/MustangMan_TX,2023-10-30T20:36:15.000Z,It looks like college campuses are about to have a campus Civil War between pro Israel and pro Palestine students! This world is lost!,,False,2,3,32,564
Post&amp;Comment,Pro Palestine,https://twitter.com/LKreipe/status/1719130870244618688,LMKGill ,https://twitter.com/LKreipe,2023-10-30T23:15:14.000Z,"Just came back from Copenhagen where there were pro Palestine protests on Saturday, smaller as so is population. Didn’t see any police or any aggression.",,False,1,,10,512
Post&amp;Comment,Pro Palestine,https://twitter.com/BeckyABerry/status/1719140030818439359,Becky Berry,https://twitter.com/BeckyABerry,2023-10-30T23:51:38.000Z,not sure there is a difference between pro hamas and pro palestine they both want Jews dead,,False,,1,2,36
Post&amp;Comment,Pro Palestine,https://twitter.com/memorialdevice/status/1719116159088218540,Memorial Device,https://twitter.com/memorialdevice,2023-10-30T22:16:46.000Z,‘Suella Braverman calls pro-Palestine demos ‘hate marches’Hate is all she knows. All she is about.,https://pbs.twimg.com/card_img/1721500121462915074/qi6adnEY?format=jpg&name=small,False,13,25,258,11K
Post&amp;Comment,Pro Palestine,https://twitter.com/MaierViv/status/1719075139638239526,Jojo جوانBintReload,https://twitter.com/MaierViv,2023-10-30T19:33:46.000Z,Meanwhile ordinary decent people attending peaceful pro Palestine march are the ones smeared with creating anti-Semitism?,,False,2,4,11,214
Post&amp;Comment,Pro Palestine,https://twitter.com/TheRealKeean/status/1719079321653182696,Keean Bexte,https://twitter.com/TheRealKeean,2023-10-30T19:50:23.000Z,"BREAKING: Pro-Palestine activists salute Hitler, and several of their kids join in. READ:",https://pbs.twimg.com/card_img/1721616014700339200/IGY07Oie?format=jpg&name=small,False,48,140,255,19K
Post&amp;Comment,Pro Palestine,https://twitter.com/simonateba/status/1719091103071178775,Simon AtebaReloadRNC Research,https://twitter.com/simonateba,2023-10-30T20:37:12.000Z,"Fox News correspondent @pdoocy asks @WhiteHouse whether Pro-Palestine protests on campuses mean American youths are 'still involved' or 'doomed.' White House says it condemns any form of hate in America, including antisemitism. WATCH",,False,85,37,140,24K
Post&amp;Comment,Pro Palestine,https://twitter.com/ElliotElinor/status/1719118448025067908,Elinor Elliot,https://twitter.com/ElliotElinor,2023-10-30T22:25:52.000Z,"It is just unbelievable how extreme, irresponsible, and unfit for office this woman is. Suella Braverman calls pro-Palestine demos ‘hate marches’",https://pbs.twimg.com/card_img/1721500121462915074/qi6adnEY?format=jpg&name=small,False,13,80,252,3.8K
Post&amp;Comment,Pro Palestine,https://twitter.com/sentientnerd/status/1719138453030359476,Clowning and suffering   ,https://twitter.com/sentientnerd,2023-10-30T23:45:21.000Z,"Ugh I am in my 30s and my 60yro mother is extremely pro Palestine too, let's not make this an age thing, please",,False,1,,38,1.4K
Post&amp;Comment,Pro Palestine,https://twitter.com/Tazman_London/status/1719073263156859265,Taz  ,https://twitter.com/Tazman_London,2023-10-30T19:26:19.000Z,Media doubling down on any pro Palestinian stance - pushing out narratives that paint pro Palestine cause as “antisemitic” and proactively pushing reports on MPs who resign or are fired for adopting any positions against Israel. We are living in dangerous times folks.,,False,,7,6,153
